SalesID,ProductID,StoreID,CustomerID,EmployeeID,DeliveryAddressID,PackageTypeID,PaymentTypeID,PromotionID,UnitPrice,Quantity,OrderDate,DeliveryDate,Discount
288,5,3,86,4,2235,1,2,,14.4,15,11/7/2017 0:00,11/15/2017 0:00,0.15
289,38,3,86,4,2235,1,2,,7.2,25,11/7/2017 0:00,11/15/2017 0:00,0
290,39,3,86,4,2235,1,2,,7.2,25,11/7/2017 0:00,11/15/2017 0:00,0
291,87,3,75,7,9006,14,1,,5.9,24,11/8/2017 0:00,11/15/2017 0:00,0
292,79,3,41,6,3354,1,3,,13,15,11/11/2017 0:00,12/3/2017 0:00,0.1
293,113,3,41,6,3354,1,3,,28.8,18,11/11/2017 0:00,12/3/2017 0:00,0.1
294,63,3,20,1,25,4,1,,210.8,20,11/11/2017 0:00,11/20/2017 0:00,0.05
295,69,3,20,1,25,4,1,,7.7,13,11/11/2017 0:00,11/20/2017 0:00,0
296,72,3,20,1,25,4,1,,15.5,77,11/11/2017 0:00,11/20/2017 0:00,0.05
297,109,3,20,1,25,4,1,,16.8,10,11/11/2017 0:00,11/20/2017 0:00,0.05
298,41,3,28,3,4459,1,2,,3.6,10,11/12/2017 0:00,11/18/2017 0:00,0
299,87,3,28,3,4459,1,2,,5.9,20,11/12/2017 0:00,11/18/2017 0:00,0.15
300,21,3,59,7,231,4,1,,16.8,12,11/13/2017 0:00,11/25/2017 0:00,0.2
301,63,3,59,7,231,4,1,,210.8,50,11/13/2017 0:00,11/25/2017 0:00,0.2
302,5,3,58,8,6800,1,4,,14.4,12,11/14/2017 0:00,11/20/2017 0:00,0
303,48,3,58,8,6800,1,4,,99,4,11/14/2017 0:00,11/20/2017 0:00,0
304,41,3,4,6,8059,4,2,,3.6,25,11/15/2017 0:00,11/20/2017 0:00,0
305,90,3,4,6,8059,4,2,,15.6,25,11/15/2017 0:00,11/20/2017 0:00,0
306,51,3,86,6,10092,1,3,,10,30,11/18/2017 0:00,11/27/2017 0:00,0
307,52,3,86,6,10092,1,3,,10,30,11/18/2017 0:00,11/27/2017 0:00,0
308,88,3,86,6,10092,1,3,,19.2,12,11/18/2017 0:00,11/27/2017 0:00,0
309,113,3,86,6,10092,1,3,,28.8,20,11/18/2017 0:00,11/27/2017 0:00,0
310,20,3,46,1,2607,4,1,,24.8,30,11/19/2017 0:00,12/2/2017 0:00,0.2
311,43,3,46,1,2607,4,1,,24.9,16,11/19/2017 0:00,12/2/2017 0:00,0
312,44,3,46,1,2607,4,1,,24.9,16,11/19/2017 0:00,12/2/2017 0:00,0
313,99,3,46,1,2607,4,1,,27.2,8,11/19/2017 0:00,12/2/2017 0:00,0.2
314,100,3,46,1,2607,4,1,,27.2,8,11/19/2017 0:00,12/2/2017 0:00,0.2
315,41,3,41,5,209,1,4,,3.6,10,11/20/2017 0:00,11/27/2017 0:00,0.05
316,55,3,41,5,209,1,4,,11.2,10,11/20/2017 0:00,11/27/2017 0:00,0.05
317,58,3,41,5,209,1,4,,15.2,20,11/20/2017 0:00,11/27/2017 0:00,0.05
318,29,3,72,5,609,4,1,,13.9,56,11/21/2017 0:00,11/26/2017 0:00,0.05
319,51,3,72,5,609,4,1,,10,70,11/21/2017 0:00,11/26/2017 0:00,0.05
320,52,3,72,5,609,4,1,,10,70,11/21/2017 0:00,11/26/2017 0:00,0.05
321,99,3,72,5,609,4,1,,27.2,80,11/21/2017 0:00,11/26/2017 0:00,0.05
322,100,3,72,5,609,4,1,,27.2,80,11/21/2017 0:00,11/26/2017 0:00,0.05
323,45,3,7,4,8907,1,2,,36.4,30,11/22/2017 0:00,12/2/2017 0:00,0
324,48,3,7,4,8907,1,2,,99,35,11/22/2017 0:00,12/2/2017 0:00,0
325,63,3,7,4,8907,1,2,,210.8,10,11/22/2017 0:00,12/2/2017 0:00,0
326,78,3,7,4,8907,1,2,,16,35,11/22/2017 0:00,12/2/2017 0:00,0
327,87,3,7,4,8907,1,2,,5.9,28,11/22/2017 0:00,12/2/2017 0:00,0
328,64,3,63,1,97,1,1,,14.4,54,11/22/2017 0:00,12/3/2017 0:00,0.1
329,99,3,63,1,97,1,1,,27.2,55,11/22/2017 0:00,12/3/2017 0:00,0.1
330,100,3,63,1,97,1,1,,27.2,55,11/22/2017 0:00,12/3/2017 0:00,0.1
331,42,3,9,3,9006,4,2,,11.2,50,11/25/2017 0:00,11/28/2017 0:00,0
332,80,3,9,3,9006,4,2,,42.4,20,11/25/2017 0:00,11/28/2017 0:00,0
333,87,3,9,3,9006,4,2,,5.9,24,11/25/2017 0:00,11/28/2017 0:00,0
334,51,3,17,4,559,4,1,,10,20,11/26/2017 0:00,12/4/2017 0:00,0
335,52,3,17,4,559,4,1,,10,20,11/26/2017 0:00,12/4/2017 0:00,0
336,122,3,17,4,559,4,1,,6.2,12,11/26/2017 0:00,12/4/2017 0:00,0
337,123,3,17,4,559,4,1,,14.4,12,11/26/2017 0:00,12/4/2017 0:00,0
338,113,3,19,1,6227,1,2,,28.8,30,11/26/2017 0:00,12/4/2017 0:00,0
339,116,3,19,1,6227,1,2,,17.2,5,11/26/2017 0:00,12/4/2017 0:00,0
340,21,3,3,3,6818,14,4,,16.8,24,11/27/2017 0:00,12/2/2017 0:00,0
341,109,3,29,8,98,4,2,,16.8,5,11/28/2017 0:00,12/30/2017 0:00,0
342,124,3,29,8,98,4,2,,10.4,5,11/28/2017 0:00,12/30/2017 0:00,0
343,55,3,83,7,10298,1,1,,11.2,36,11/28/2017 0:00,12/2/2017 0:00,0
344,87,3,83,7,10298,1,1,,5.9,18,11/28/2017 0:00,12/2/2017 0:00,0
345,109,3,83,7,10298,1,1,,16.8,15,11/28/2017 0:00,12/2/2017 0:00,0
346,124,3,83,7,10298,1,1,,10.4,7,11/28/2017 0:00,12/2/2017 0:00,0
347,37,3,20,2,8507,1,2,,8,5,11/29/2017 0:00,12/2/2017 0:00,0.1
348,45,3,20,2,8507,1,2,,36.4,13,11/29/2017 0:00,12/2/2017 0:00,0.1
349,90,3,20,2,8507,1,2,,15.6,25,11/29/2017 0:00,12/2/2017 0:00,0
350,107,3,20,2,8507,1,2,,26.6,35,11/29/2017 0:00,12/2/2017 0:00,0.1
351,48,3,75,8,520,4,1,2,99,20,12/2/2017 0:00,12/9/2017 0:00,0
352,89,3,75,8,520,4,1,2,30.4,18,12/2/2017 0:00,12/9/2017 0:00,0.25
353,5,3,14,6,8890,1,2,2,14.4,15,12/3/2017 0:00,12/27/2017 0:00,0.15
354,107,3,14,6,8890,1,2,2,26.6,30,12/3/2017 0:00,12/27/2017 0:00,0
355,120,3,14,6,8890,1,2,2,8,20,12/3/2017 0:00,12/27/2017 0:00,0.15
356,58,3,41,1,8006,1,3,2,15.2,6,12/3/2017 0:00,12/24/2017 0:00,0.2
357,36,3,62,5,2671,4,1,2,64.8,12,12/4/2017 0:00,12/9/2017 0:00,0.25
358,63,3,62,5,2671,4,1,2,210.8,40,12/4/2017 0:00,12/9/2017 0:00,0.25
359,99,3,62,5,2671,4,1,2,27.2,70,12/4/2017 0:00,12/9/2017 0:00,0.25
360,100,3,62,5,2671,4,1,2,27.2,70,12/4/2017 0:00,12/9/2017 0:00,0.25
361,117,3,62,5,2671,4,1,2,27.8,42,12/4/2017 0:00,12/9/2017 0:00,0.25
362,91,3,37,4,8531,4,2,2,10.6,80,12/5/2017 0:00,12/11/2017 0:00,0.2
363,116,3,37,4,8531,4,2,2,17.2,50,12/5/2017 0:00,12/11/2017 0:00,0.2
364,51,3,91,1,5601,1,2,2,10,30,12/5/2017 0:00,12/9/2017 0:00,0
365,52,3,91,1,5601,1,2,2,10,30,12/5/2017 0:00,12/9/2017 0:00,0
366,91,3,91,1,5601,1,2,2,10.6,15,12/5/2017 0:00,12/9/2017 0:00,0
367,25,3,36,3,2239,4,1,2,18.6,15,12/6/2017 0:00,12/9/2017 0:00,0
368,26,3,36,3,2239,4,1,2,18.6,15,12/6/2017 0:00,12/9/2017 0:00,0
369,87,3,36,3,2239,4,1,2,5.9,10,12/6/2017 0:00,12/9/2017 0:00,0
370,51,3,51,1,9034,4,2,2,10,42,12/9/2017 0:00,12/13/2017 0:00,0.05
371,52,3,51,1,9034,4,2,2,10,42,12/9/2017 0:00,12/13/2017 0:00,0.05
372,45,3,72,1,8231,1,1,2,36.4,20,12/9/2017 0:00,12/13/2017 0:00,0.15
373,64,3,72,1,8231,1,1,2,14.4,20,12/9/2017 0:00,12/13/2017 0:00,0.15
374,116,3,24,5,3024,14,4,2,17.2,6,12/10/2017 0:00,12/19/2017 0:00,0
375,69,3,61,2,123,4,1,2,7.7,8,12/11/2017 0:00,12/13/2017 0:00,0.1
376,105,3,61,2,123,4,1,2,35.1,16,12/11/2017 0:00,12/13/2017 0:00,0.1
377,109,3,61,2,123,4,1,2,16.8,20,12/11/2017 0:00,12/13/2017 0:00,0.1
378,49,3,37,8,9643,4,2,2,20.7,18,12/12/2017 0:00,1/16/2018 0:00,0.1
379,86,3,37,8,9643,4,2,2,26.2,20,12/12/2017 0:00,1/16/2018 0:00,0.1
380,99,3,37,8,9643,4,2,2,27.2,6,12/12/2017 0:00,1/16/2018 0:00,0.1
381,100,3,37,8,9643,4,2,2,27.2,6,12/12/2017 0:00,1/16/2018 0:00,0.1
382,115,3,37,8,9643,4,2,2,12,30,12/12/2017 0:00,1/16/2018 0:00,0
383,120,3,46,3,267,14,1,2,8,14,12/12/2017 0:00,12/13/2017 0:00,0
384,11,3,20,4,5297,4,3,2,17,32,12/13/2017 0:00,12/16/2017 0:00,0
385,34,3,20,4,5297,4,3,2,50,9,12/13/2017 0:00,12/16/2017 0:00,0
386,48,3,20,4,5297,4,3,2,99,14,12/13/2017 0:00,12/16/2017 0:00,0
387,54,3,20,4,5297,4,3,2,2,60,12/13/2017 0:00,12/16/2017 0:00,0
388,120,3,20,4,5297,4,3,2,8,50,12/13/2017 0:00,12/16/2017 0:00,0
389,23,3,4,8,6804,4,1,2,4.8,20,12/16/2017 0:00,12/18/2017 0:00,0
390,79,3,4,8,6804,4,1,2,13,15,12/16/2017 0:00,12/18/2017 0:00,0
391,89,3,4,8,6804,4,1,2,30.4,20,12/16/2017 0:00,12/18/2017 0:00,0
392,36,3,5,3,2239,1,2,2,64.8,28,12/16/2017 0:00,12/20/2017 0:00,0
393,99,3,5,3,2239,1,2,2,27.2,15,12/16/2017 0:00,12/20/2017 0:00,0
394,100,3,5,3,2239,1,2,2,27.2,15,12/16/2017 0:00,12/20/2017 0:00,0
395,16,3,75,1,8590,1,1,2,24,10,12/17/2017 0:00,12/23/2017 0:00,0.2
396,99,3,75,1,8590,1,1,2,27.2,20,12/17/2017 0:00,12/23/2017 0:00,0.2
397,100,3,75,1,8590,1,1,2,27.2,20,12/17/2017 0:00,12/23/2017 0:00,0.2
398,112,3,75,1,8590,1,1,2,10,8,12/17/2017 0:00,12/23/2017 0:00,0.2
399,41,3,21,9,3692,4,2,2,3.6,15,12/18/2017 0:00,12/25/2017 0:00,0
400,55,3,21,9,3692,4,2,2,11.2,10,12/18/2017 0:00,12/25/2017 0:00,0
401,41,3,70,1,5602,1,4,2,3.6,15,12/18/2017 0:00,12/20/2017 0:00,0
402,45,3,70,1,5602,1,4,2,36.4,6,12/18/2017 0:00,12/20/2017 0:00,0
403,97,3,70,1,5602,1,4,2,44,12,12/18/2017 0:00,12/20/2017 0:00,0
404,116,3,70,1,5602,1,4,2,17.2,15,12/18/2017 0:00,12/20/2017 0:00,0
405,74,3,72,2,12305,4,1,2,7.6,15,12/19/2017 0:00,12/20/2017 0:00,0.2
406,82,3,72,2,12305,4,1,2,5.6,20,12/19/2017 0:00,12/20/2017 0:00,0.2
407,86,3,72,2,12305,4,1,2,26.2,40,12/19/2017 0:00,12/20/2017 0:00,0
408,20,3,10,4,23,1,1,2,24.8,16,12/20/2017 0:00,12/24/2017 0:00,0
409,88,3,10,4,23,1,1,2,19.2,15,12/20/2017 0:00,12/24/2017 0:00,0
410,104,3,10,4,23,1,1,2,39.4,20,12/20/2017 0:00,12/24/2017 0:00,0
411,115,3,10,4,23,1,1,2,12,30,12/20/2017 0:00,12/24/2017 0:00,0
412,51,3,20,6,6982,1,2,2,10,60,12/23/2017 0:00,12/26/2017 0:00,0.1
413,52,3,20,6,6982,1,2,2,10,60,12/23/2017 0:00,12/26/2017 0:00,0.1
414,57,3,20,6,6982,1,2,2,14.4,40,12/23/2017 0:00,12/26/2017 0:00,0.1
415,75,3,20,6,6982,1,2,2,9.6,45,12/23/2017 0:00,12/26/2017 0:00,0
416,117,3,20,6,6982,1,2,2,27.8,24,12/23/2017 0:00,12/26/2017 0:00,0.1
417,23,3,17,3,5508,14,1,2,4.8,18,12/23/2017 0:00,12/31/2017 0:00,0
418,113,3,59,2,5607,14,2,2,28.8,50,12/24/2017 0:00,1/1/2018 0:00,0
419,7,3,71,1,11095,1,1,2,15.2,25,12/25/2017 0:00,1/3/2018 0:00,0.25
420,25,3,71,1,11095,1,1,2,18.6,42,12/25/2017 0:00,1/3/2018 0:00,0.25
421,26,3,71,1,11095,1,1,2,18.6,42,12/25/2017 0:00,1/3/2018 0:00,0.25
422,42,3,71,1,11095,1,1,2,11.2,7,12/25/2017 0:00,1/3/2018 0:00,0.25
423,43,3,71,1,11095,1,1,2,24.9,70,12/25/2017 0:00,1/3/2018 0:00,0.25
424,44,3,71,1,11095,1,1,2,24.9,70,12/25/2017 0:00,1/3/2018 0:00,0.25
425,51,3,71,1,11095,1,1,2,10,32,12/25/2017 0:00,1/3/2018 0:00,0
426,52,3,71,1,11095,1,1,2,10,32,12/25/2017 0:00,1/3/2018 0:00,0
427,23,3,36,1,2607,4,2,2,4.8,10,12/25/2017 0:00,1/3/2018 0:00,0
428,104,3,36,1,2607,4,2,2,39.4,10,12/25/2017 0:00,1/3/2018 0:00,0
429,75,3,35,6,605,1,1,2,9.6,28,12/26/2017 0:00,1/3/2018 0:00,0.1
430,86,3,35,6,605,1,1,2,26.2,70,12/26/2017 0:00,1/3/2018 0:00,0.1
431,113,3,35,6,605,1,1,2,28.8,8,12/26/2017 0:00,1/3/2018 0:00,0
432,38,3,25,1,509,4,4,2,7.2,40,12/27/2017 0:00,1/6/2018 0:00,0
433,39,3,25,1,509,4,4,2,7.2,40,12/27/2017 0:00,1/6/2018 0:00,0
434,116,3,25,1,509,4,4,2,17.2,60,12/27/2017 0:00,1/6/2018 0:00,0
435,117,3,25,1,509,4,4,2,27.8,21,12/27/2017 0:00,1/6/2018 0:00,0
436,37,3,60,5,826,1,3,2,8,10,12/27/2017 0:00,1/2/2018 0:00,0.15
437,80,3,60,5,826,1,3,2,42.4,18,12/27/2017 0:00,1/2/2018 0:00,0.15
438,57,3,71,2,72,4,2,2,14.4,30,12/30/2017 0:00,1/9/2018 0:00,0
439,88,3,71,2,72,4,2,2,19.2,120,12/30/2017 0:00,1/9/2018 0:00,0.1
440,112,3,83,8,8503,1,1,2,10,60,12/31/2017 0:00,1/8/2018 0:00,0
441,116,3,83,8,8503,1,1,2,17.2,30,12/31/2017 0:00,1/8/2018 0:00,0
442,123,3,83,8,8503,1,1,2,14.4,35,12/31/2017 0:00,1/8/2018 0:00,0
443,124,3,83,8,8503,1,1,2,10.4,14,12/31/2017 0:00,1/8/2018 0:00,0
444,48,3,19,1,9902,1,2,9,99,21,1/1/2018 0:00,1/16/2018 0:00,0
445,57,3,19,1,9902,1,2,9,14.4,35,1/1/2018 0:00,1/16/2018 0:00,0
446,78,3,19,1,9902,1,2,9,16,30,1/1/2018 0:00,1/16/2018 0:00,0
447,49,3,65,1,260,4,1,9,20.7,18,1/1/2018 0:00,1/10/2018 0:00,0
448,89,3,65,1,260,4,1,9,30.4,70,1/1/2018 0:00,1/10/2018 0:00,0
449,109,3,65,1,260,4,1,9,16.8,20,1/1/2018 0:00,1/10/2018 0:00,0
450,116,3,65,1,260,4,1,9,17.2,60,1/1/2018 0:00,1/10/2018 0:00,0
451,38,3,20,8,11985,1,3,9,7.2,60,1/2/2018 0:00,1/10/2018 0:00,0
452,39,3,20,8,11985,1,3,9,7.2,60,1/2/2018 0:00,1/10/2018 0:00,0
453,105,3,20,8,11985,1,3,9,35.1,65,1/2/2018 0:00,1/10/2018 0:00,0
454,29,3,20,4,8501,1,2,9,13.9,21,1/3/2018 0:00,1/9/2018 0:00,0.15
455,77,3,20,4,8501,1,2,9,10.2,70,1/3/2018 0:00,1/9/2018 0:00,0.15
456,43,3,49,2,23,4,1,9,24.9,30,1/3/2018 0:00,1/8/2018 0:00,0.05
457,44,3,49,2,23,4,1,9,24.9,30,1/3/2018 0:00,1/8/2018 0:00,0.05
458,66,3,49,2,23,4,1,9,11.2,40,1/3/2018 0:00,1/8/2018 0:00,0.05
459,78,3,49,2,23,4,1,9,16,30,1/3/2018 0:00,1/8/2018 0:00,0.05
460,9,3,47,1,6995,14,1,9,8,50,1/6/2018 0:00,1/22/2018 0:00,0
461,5,3,62,7,589,1,2,9,14.4,10,1/7/2018 0:00,1/13/2018 0:00,0
462,37,3,62,7,589,1,2,9,8,30,1/7/2018 0:00,1/13/2018 0:00,0.1
463,45,3,62,7,589,1,2,9,36.4,42,1/7/2018 0:00,1/13/2018 0:00,0.1
464,58,3,62,7,589,1,2,9,15.2,5,1/7/2018 0:00,1/13/2018 0:00,0.1
465,65,3,62,7,589,1,2,9,14.7,2,1/7/2018 0:00,1/13/2018 0:00,0.1
466,21,3,56,2,9996,4,1,9,16.8,30,1/7/2018 0:00,1/30/2018 0:00,0
467,113,3,56,2,9996,4,1,9,28.8,15,1/7/2018 0:00,1/30/2018 0:00,0
468,116,3,56,2,9996,4,1,9,17.2,15,1/7/2018 0:00,1/30/2018 0:00,0
469,62,3,23,8,3209,1,2,9,20.8,10,1/8/2018 0:00,1/14/2018 0:00,0
470,87,3,23,8,3209,1,2,9,5.9,6,1/8/2018 0:00,1/14/2018 0:00,0
471,104,3,23,8,3209,1,2,9,39.4,35,1/8/2018 0:00,1/14/2018 0:00,0
472,25,3,54,3,690,4,1,9,18.6,12,1/9/2018 0:00,1/14/2018 0:00,0
473,26,3,54,3,690,4,1,9,18.6,12,1/9/2018 0:00,1/14/2018 0:00,0
474,37,3,54,3,690,4,1,9,8,12,1/9/2018 0:00,1/14/2018 0:00,0
475,54,3,10,3,2520,4,2,9,2,49,1/10/2018 0:00,1/15/2018 0:00,0
476,97,3,10,3,2520,4,2,9,44,16,1/10/2018 0:00,1/15/2018 0:00,0
477,69,3,10,9,9805,1,1,9,7.7,25,1/10/2018 0:00,1/21/2018 0:00,0.2
478,72,3,10,9,9805,1,1,9,15.5,40,1/10/2018 0:00,1/21/2018 0:00,0.2
479,97,3,10,9,9805,1,1,9,44,9,1/10/2018 0:00,1/21/2018 0:00,0.2
480,25,3,87,8,2560,1,2,9,18.6,20,1/13/2018 0:00,1/15/2018 0:00,0.1
481,26,3,87,8,2560,1,2,9,18.6,20,1/13/2018 0:00,1/15/2018 0:00,0.1
482,5,3,41,3,1,7,1,,14.4,24,1/14/2018 0:00,1/16/2018 0:00,0
483,104,3,41,3,1,7,1,,39.4,40,1/14/2018 0:00,1/16/2018 0:00,0
484,123,3,41,3,1,7,1,,14.4,14,1/14/2018 0:00,1/16/2018 0:00,0
485,35,3,21,2,452,4,3,9,7.3,18,1/14/2018 0:00,1/17/2018 0:00,0.05
486,54,3,21,2,452,4,3,9,2,50,1/14/2018 0:00,1/17/2018 0:00,0
487,32,3,36,3,9607,1,1,9,31.2,2,1/15/2018 0:00,1/24/2018 0:00,0
488,54,3,36,3,9607,1,1,9,2,20,1/15/2018 0:00,1/24/2018 0:00,0
489,35,3,87,8,2607,1,3,9,7.3,20,1/16/2018 0:00,1/27/2018 0:00,0
490,86,3,87,8,2607,1,3,9,26.2,10,1/16/2018 0:00,1/27/2018 0:00,0
491,90,3,87,8,2607,1,3,9,15.6,20,1/16/2018 0:00,1/27/2018 0:00,0
492,63,3,73,4,359,4,2,9,210.8,50,1/16/2018 0:00,1/28/2018 0:00,0
493,75,3,73,4,359,4,2,9,9.6,2,1/16/2018 0:00,1/28/2018 0:00,0.25
494,112,3,73,4,359,4,2,9,10,36,1/16/2018 0:00,1/28/2018 0:00,0.25
495,124,3,73,4,359,4,2,9,10.4,35,1/16/2018 0:00,1/28/2018 0:00,0
496,7,3,63,4,5608,1,1,9,15.2,60,1/17/2018 0:00,1/24/2018 0:00,0
497,76,3,63,4,5608,1,1,9,7.6,55,1/17/2018 0:00,1/24/2018 0:00,0
498,101,3,63,4,5608,1,1,9,22.8,16,1/17/2018 0:00,1/24/2018 0:00,0
499,120,3,63,4,5608,1,1,9,8,15,1/17/2018 0:00,1/24/2018 0:00,0
500,99,3,68,4,630,4,4,9,27.2,60,1/20/2018 0:00,1/30/2018 0:00,0.05
501,100,3,68,4,630,4,4,9,27.2,60,1/20/2018 0:00,1/30/2018 0:00,0.05
502,113,3,68,4,630,4,4,9,28.8,20,1/20/2018 0:00,1/30/2018 0:00,0.05
503,18,3,88,3,9905,1,1,9,77.6,20,1/21/2018 0:00,1/27/2018 0:00,0.1
504,23,3,88,3,9905,1,1,9,4.8,2,1/21/2018 0:00,1/27/2018 0:00,0.1
505,115,3,88,3,9905,1,1,9,12,8,1/21/2018 0:00,1/27/2018 0:00,0.1
506,119,3,88,3,9905,1,1,9,12,20,1/21/2018 0:00,1/27/2018 0:00,0.1
507,35,3,61,8,5267,1,2,9,7.3,4,1/21/2018 0:00,1/27/2018 0:00,0.15
508,43,3,61,8,5267,1,2,9,24.9,30,1/21/2018 0:00,1/27/2018 0:00,0
509,44,3,61,8,5267,1,2,9,24.9,30,1/21/2018 0:00,1/27/2018 0:00,0
510,86,3,61,8,5267,1,2,9,26.2,15,1/21/2018 0:00,1/27/2018 0:00,0.15
511,124,3,61,8,5267,1,2,9,10.4,10,1/21/2018 0:00,1/27/2018 0:00,0.15
512,43,3,27,2,8706,4,3,9,24.9,2,1/22/2018 0:00,1/31/2018 0:00,0
513,44,3,27,2,8706,4,3,9,24.9,2,1/22/2018 0:00,1/31/2018 0:00,0
514,51,3,31,6,4538,1,1,9,10,14,1/23/2018 0:00,2/24/2018 0:00,0
515,52,3,31,6,4538,1,1,9,10,14,1/23/2018 0:00,2/24/2018 0:00,0
516,97,3,31,6,4538,1,1,9,44,20,1/23/2018 0:00,2/24/2018 0:00,0
517,57,3,51,7,9852,4,2,9,14.4,60,1/23/2018 0:00,1/27/2018 0:00,0.2
518,63,3,51,7,9852,4,2,9,210.8,49,1/23/2018 0:00,1/27/2018 0:00,0.2
519,112,3,51,7,9852,4,2,9,10,30,1/23/2018 0:00,1/27/2018 0:00,0.2
520,88,3,41,6,1,7,1,,19.2,10,1/24/2018 0:00,2/14/2018 0:00,0.25
521,123,3,41,6,1,7,1,,14.4,20,1/24/2018 0:00,2/14/2018 0:00,0.25
522,89,3,29,4,568,1,3,9,30.4,5,1/27/2018 0:00,2/6/2018 0:00,0
523,107,3,29,4,568,1,3,9,26.6,7,1/27/2018 0:00,2/6/2018 0:00,0
524,25,3,59,4,6821,1,1,9,18.6,35,1/27/2018 0:00,3/3/2018 0:00,0
525,26,3,59,4,6821,1,1,9,18.6,35,1/27/2018 0:00,3/3/2018 0:00,0
526,75,3,66,7,9835,14,1,9,9.6,20,1/28/2018 0:00,2/4/2018 0:00,0
527,79,3,37,3,560,1,2,9,13,40,1/29/2018 0:00,2/7/2018 0:00,0
528,105,3,37,3,560,1,2,9,35.1,35,1/29/2018 0:00,2/7/2018 0:00,0.25
529,32,3,20,4,890,4,1,9,31.2,45,1/30/2018 0:00,2/3/2018 0:00,0.2
530,37,3,20,4,890,4,1,9,8,50,1/30/2018 0:00,2/3/2018 0:00,0
531,89,3,20,4,890,4,1,9,30.4,30,1/30/2018 0:00,2/3/2018 0:00,0
532,97,3,20,4,890,4,1,9,44,70,1/30/2018 0:00,2/3/2018 0:00,0.2
533,32,3,10,4,5739,1,2,9,31.2,50,1/30/2018 0:00,2/7/2018 0:00,0.25
534,65,3,10,4,5739,1,2,9,14.7,50,1/30/2018 0:00,2/7/2018 0:00,0.25
535,76,3,10,4,5739,1,2,9,7.6,30,1/30/2018 0:00,2/7/2018 0:00,0.25
536,43,3,75,3,821,4,3,9,24.9,10,1/31/2018 0:00,2/7/2018 0:00,0
537,44,3,75,3,821,4,3,9,24.9,10,1/31/2018 0:00,2/7/2018 0:00,0
538,87,3,75,3,821,4,3,9,5.9,40,1/31/2018 0:00,2/7/2018 0:00,0
539,89,3,60,3,12895,14,1,10,30.4,28,2/3/2018 0:00,3/4/2018 0:00,0
540,21,3,24,3,5811,4,2,10,16.8,6,2/3/2018 0:00,2/13/2018 0:00,0
541,123,3,24,3,5811,4,2,10,14.4,18,2/3/2018 0:00,2/13/2018 0:00,0.15
542,7,3,16,8,2308,1,1,10,15.2,10,2/4/2018 0:00,2/7/2018 0:00,0
543,40,3,16,8,2308,1,1,10,16.8,12,2/4/2018 0:00,2/7/2018 0:00,0
544,117,3,16,8,2308,1,1,10,27.8,10,2/4/2018 0:00,2/7/2018 0:00,0
545,75,3,7,3,8903,1,2,10,9.6,5,2/5/2018 0:00,2/11/2018 0:00,0
546,89,3,7,3,8903,1,2,10,30.4,40,2/5/2018 0:00,2/11/2018 0:00,0.1
547,107,3,7,3,8903,1,2,10,26.6,30,2/5/2018 0:00,2/11/2018 0:00,0.1
548,122,3,7,3,8903,1,2,10,6.2,24,2/5/2018 0:00,2/11/2018 0:00,0.1
549,86,3,87,8,8903,14,4,10,26.2,15,2/5/2018 0:00,2/12/2018 0:00,0
550,35,3,79,3,2591,4,2,10,7.3,15,2/6/2018 0:00,2/14/2018 0:00,0.2
551,55,3,79,3,2591,4,2,10,11.2,20,2/6/2018 0:00,2/14/2018 0:00,0.2
552,90,3,79,3,2591,4,2,10,15.6,15,2/6/2018 0:00,2/14/2018 0:00,0.2
553,22,3,51,6,682,1,1,10,30.4,15,2/7/2018 0:00,2/10/2018 0:00,0
554,29,3,51,6,682,1,1,10,13.9,16,2/7/2018 0:00,2/10/2018 0:00,0
555,107,3,51,6,682,1,1,10,26.6,6,2/7/2018 0:00,2/10/2018 0:00,0
556,120,3,51,6,682,1,1,10,8,30,2/7/2018 0:00,2/10/2018 0:00,0
557,7,3,71,4,8926,1,2,10,15.2,45,2/10/2018 0:00,2/28/2018 0:00,0.15
558,29,3,71,4,8926,1,2,10,13.9,49,2/10/2018 0:00,2/28/2018 0:00,0.15
559,48,3,71,4,8926,1,2,10,99,24,2/10/2018 0:00,2/28/2018 0:00,0.15
560,101,3,71,4,8926,1,2,10,22.8,90,2/10/2018 0:00,2/28/2018 0:00,0.15
561,46,3,55,3,56,14,2,10,35.1,50,2/10/2018 0:00,3/14/2018 0:00,0
562,21,3,20,3,11263,1,1,10,16.8,30,2/11/2018 0:00,2/18/2018 0:00,0
563,87,3,20,3,11263,1,1,10,5.9,80,2/11/2018 0:00,2/18/2018 0:00,0
564,110,3,20,3,11263,1,1,10,13.6,60,2/11/2018 0:00,2/18/2018 0:00,0
565,21,3,66,8,8820,4,4,10,16.8,6,2/12/2018 0:00,2/14/2018 0:00,0.2
566,45,3,66,8,8820,4,4,10,36.4,12,2/12/2018 0:00,2/14/2018 0:00,0
567,32,3,5,3,6207,4,1,10,31.2,10,2/12/2018 0:00,2/21/2018 0:00,0
568,43,3,5,3,6207,4,1,10,24.9,15,2/12/2018 0:00,2/21/2018 0:00,0
569,44,3,5,3,6207,4,1,10,24.9,15,2/12/2018 0:00,2/21/2018 0:00,0
570,57,3,5,3,6207,4,1,10,14.4,8,2/12/2018 0:00,2/21/2018 0:00,0
571,69,3,5,3,6207,4,1,10,7.7,30,2/12/2018 0:00,2/21/2018 0:00,0
